sen1_origin_id,sentence1,sen1_paraphrase0,sen1_task,sen2_origin_id,sentence2,sen2_paraphrase0,sen2_task,sen3_origin_id,sentence3,sen3_paraphrase0,sen3_task,sen4_origin_id,sentence4,sen4_paraphrase0,sen4_task
RTE1_test.column_s2_1012,The spacecraft 's photographs show a crater `` the size of Italy '' .,The spacecraft's photographs show a crater  the size of Italy ''.,RC,RTE1_test.column_s2_1680,Abrams lives in Latin American .,Abrams lives in Latin America.,IE,RTE1_test.column_s2_1305,Yigit also alleges that top politicians were aware of the relationship .,Yigit alleges that top politicians knew of the relationship.,MT,RTE3_test.column_s2_473,The Israel-Egypt Peace Agreement was signed in 1979 .,"The agreement between Israel and Egypt, which was signed in 1979, was signed.",QA
RTE1_test.column_s2_1342,Reported outcome new obtained from security source that six persons including three Western tourists killed and wounded seven others among them in the attack launched by the security forces Yemen today to kidnappers of 16 tourists foreigners,Reported from security source that six people — including three Western tourists — killed and wounded seven others were wounded in the attack launched today by the security forces Yemen to kidnap 16 tourists foreigners — six persons wounded among them six in the attack today by the security forces Yemeni tourists to kidnapping 16.,MT,RTE2_test.column_s2_51,The pope named Bishop Richard Lennon to fill in for Law .,The pope named Bishop Richard Lennon for Law.,SUM,RTE2_test.column_s2_574,The hostage takers want the release of Chechen rebels .,The hostage taking men want the release of the Chechen rebels.,SUM,RTE1_test.column_s2_692,Warsaw became a town in Prussia .,"Warsaw became a town in Prussia, a city in Poland.",CD
RTE2_test.column_s2_465,People were killed in a collision between ships .,People died in a collision between ships.,IR,RTE3_test.column_s2_203,New buildings have been erected in Berlin .,New buildings in Berlin have been constructed.,IR,RTE1_test.column_s2_1263,He accused the Israelis of knowing the British journalist very well .,He accused the Israelis of not having well known the British journalist.,MT,RTE1_test.column_s2_922,Iraq 's prime minister believes that the transformation of their government will likely take several years .,Iraq's prime minister believes that the transformation of their government will likely take several years to complete.,RC
RTE3_test.column_s2_497,The name of Helmut Kohl 's political party is the Christian Democratic Union .,Helmut Kohl's political party's name is the Christian Democratic Union.,QA,RTE1_test.column_s2_1887,The FAO organizing committee has its headquarters in Geneve .,The FAO Organizational Committee's headquarters are in Geneve.,IE,RTE2_test.column_s2_236,"Orbach , who achieved his widest fame as wisecracking Detective Lennie Briscoe on ' Law and Order , ' died .","Orbach, who gained his widest fame as wisecracking detective Lennie Briscoe on'Law and Order, died.",SUM,RTE3_test.column_s2_281,All major wildlife species are endangered .,All major species of wildlife are threatened.,IR
RTE1_test.column_s2_2016,Google goes public .,Go public on Google.,IR,RTE1_test.column_s2_885,"I 'm doing everything to be prepared for the Olympics so I can achieve something for my country , she said , speaking at the country 's only studio for female judokas .","I am doing everything to be ready for the Olympics so I can achieve something for my country, she said, speaking in the country's only studio for female judokas.",CD,RTE3_test.column_s2_168,Mel Karmazin is an executive of Sirius .,Mel Karmazin is the Director of Sirius.,IE,RTE1_test.column_s2_306,Many Americans do n't think the war in Iraq was necessary .,Many Americans don't think the war in Iraq was necessary.,IR
RTE3_test.column_s2_21,Major League Baseball and its clubs have bought minority and women-owned businesses .,Major League Baseball and its clubs have purchased minor league and women-owned businesses.,IE,RTE1_test.column_s2_1451,Radovan Karadzic is the leader of the Bosnian Serbs .,Radovan Karadzic is the Bosnian Serb leader.,QA,RTE1_test.column_s2_1873,The 2004 Olympic Games are held in Athens .,The 2004 Olympics are held in Athens.,IE,RTE3_test.column_s2_711,The Salvation Army arranges transportation for donated materials .,The Salvation Army provides transport for donated materials.,SUM
RTE3_test.column_s2_319,French General creates Balkan Security Zone .,Force General Creates Balkan Security Zone.,IR,RTE1_test.column_s2_887,"U.S. troops seized a relative and senior lieutenant to Sadr , who was also wanted for murder .","The U.S. troops seized a relative and senior lieutenant of Sadr, also wanted for murder.",CD,RTE3_test.column_s2_691,"The City Council paid $ 7,300 to train a dog .","The city council paid $ 7,300 for training a dog.",SUM,RTE1_test.column_s2_328,The SPD got less votes than the opposition in the European election .,The SPD received less votes than the opposition at the European election.,RC
RTE1_test.column_s2_1885,The 4 th International World Food security conference is held in Bangkok .,"The 4th International World Food Security Conference is held in Bangkok, Thailand.",IE,RTE3_test.column_s2_123,The Mexican Association of Catholic Youth was lead by Ren Capistran Garza .,Ren Capistran Garza directed the Mexican Association for Catholic Youth.,IE,RTE3_test.column_s2_240,Gulf war soldiers complain of illness .,Gulf soldiers complain of illness in the Gulf War.,IR,RTE3_test.column_s2_452,Tata Steel bought Corus .,Tata Steel purchased Corus.,QA
RTE1_test.column_s2_1878,The 1996 Olympic volley competition was held in Tybee Island .,The 1996 Olympic Volleyball competition was held at Tybee Island.,IE,RTE2_test.column_s2_256,McNabb 's 357 yards were the best postseason game of his career .,McNabb's 357 yards was the best postseason game of his career.,SUM,RTE3_test.column_s2_260,Hubble Telescope celebrates its anniversary .,Hubble Telescope celebrates its birthday.,IR,RTE1_test.column_s2_1201,Minister Cohen said that the United Nations will back the United States .,Minister Cohen said the United Nations will support the United States.,MT
RTE1_test.column_s2_1577,Nasreen 's novel was banned for religious reasons .,Nasreen's novel was banned for religious reasons.,QA,RTE1_test.column_s2_1077,Americans know how to use the Food Guide Pyramid .,American people know how to use the pyramid of the Food Guide.,RC,RTE2_test.column_s2_721,Javier Solana is NATO 's secretary general .,Javier Solana is NATO's secretary general.,QA,RTE2_test.column_s2_600,Six Jesuits were assassinated by the military .,Six Jesuits were killed by the military.,IE
RTE1_test.column_s2_1847,Oil prices hit record low .,Oil prices hit record lows.,IR,RTE2_test.column_s2_652,"The beginning of the European Monetary Union was on January 1 st , 1994 .",The opening of the Europäische Monetary Union was on 1 January 1994.,QA,RTE2_test.column_s2_655,Andriy Shevchenko got the Golden Ball in 1995 .,Andriy Shevchenko was the Golden Ball winner in 1995.,QA,RTE3_test.column_s2_320,Golden Globes for 1994 were awarded in Los Angeles .,Golden Globe Awards for 1994 were presented in Los Angeles.,IR
RTE1_test.column_s2_1335,Netanyahu could be displaced by the radical right .,Netanyahu could be displaced by radical right-wing radicals.,MT,RTE3_test.column_s2_302,The US Government protected Everglades from further environmental damage .,The United States Government protected Everglades from further environmental damage.,IR,RTE2_test.column_s2_317,Tea protects from some diseases .,Tea protects against some diseases.,IR,RTE3_test.column_s2_337,Free speech is limited to the Internet .,Free speech is restricted to the internet.,IR
RTE3_test.column_s2_773,The morning-after pill can be obtained by prescription only .,The morning after pill can only be obtained by prescription.,SUM,RTE1_test.column_s2_1888,The 15 th International AIDS Conference takes place in Bangkok .,The 15th International AIDS Conference takes place in Bangkok.,IE,RTE1_test.column_s2_1009,Titan is the largest of Saturn 's 31 moons .,Titan is the largest of Saturn's 31 moons.,RC,RTE3_test.column_s2_453,Tata Steel bought Corus .,Tata Steel acquired Corus from Tata Steel.,QA
RTE2_test.column_s2_509,"Prime Minister Jamali of Pakistan called his Indian counterpart , Vajpayee .",Premier Jamali called his Indian counterpart Vajpayee on Monday.,SUM,RTE3_test.column_s2_87,Soto Toro invented a 3 D measuring system .,Soto Toro invented a 3D measurement system.,IE,RTE1_test.column_s2_1674,Judge J.H. Berman works for Cape Town Supreme Court .,Judge J. H. Berman works for the Cape Town Supreme Court.,IE,RTE3_test.column_s2_224,Solar Temple members were found dead .,Members of the Solar Temple were found dead.,IR
RTE1_test.column_s2_2138,Israel signs a peace agreement .,Israel signs a peace agreement with Jordan.,IR,RTE1_test.column_s2_1278,There was great interest in nomination for the Congress from all candidates .,There was great interest from all candidates to be the nominees for the congress.,MT,RTE2_test.column_s2_10,There are 21 official EU languages .,There are 21 official languages of the EU.,QA,RTE2_test.column_s2_601,Ronnie Gilbert formed part of The Weavers .,Ronnie Gilbert is part of The Weavers.,IE
RTE2_test.column_s2_227,Russian troops withdrew from Latvia .,Russia's troops withdrew from Latvia.,IR,RTE2_test.column_s2_575,Microsoft holds a monopoly power .,Microsoft has a monopoly power over Microsoft.,IR,RTE1_test.column_s2_1836,Ho Chi Minh City is now called Saigon .,Ho Chi Minh City is now known as Saigon.,RC,RTE3_test.column_s2_46,Hillman 's Airways was sold to British Airways .,Hillman's Airways was sold to British Airways.,IE
RTE3_test.column_s2_322,Drug sentences vary in Europe .,The drug sentence rates in Europe vary.,IR,RTE1_test.column_s2_1662,All residential areas are located in South Africa .,All of South Africa's residential areas are located.,IE,RTE3_test.column_s2_205,The electroweak theory was recently confirmed .,Recent evidence of electroweak theory has been confirmed.,IR,RTE2_test.column_s2_322,A shark attacked a human being .,A shark attacks a human being.,IR
RTE3_test.column_s2_772,"The attorney general of Connecticut , Richard Blumenthal has 188,000 employees .","Richard Blumenthal has 188,000 employees as Connecticut Attorney General.",SUM,RTE3_test.column_s2_241,Gulf war soldiers complain of illness .,Hundreds of soldiers complain of illness in the Gulf war.,IR,RTE3_test.column_s2_146,The US has made a treaty with Israeli government .,The US has concluded a treaty with Israel government.,IE,RTE3_test.column_s2_739,Prison term for Michael Milken was intended to make him an example .,Michael Milken was meant to make a prison term for him to become an example.,SUM
RTE1_test.column_s2_2020,Spain to open embassy in Afghanistan .,Spain to open a consulate in Afghanistan.,IR,RTE2_test.column_s2_738,The attacks came on the eve of Shiite Islam 's most important holiday .,The attacks occurred on the eve of Shiite Islam's most important holiday.,SUM,RTE1_test.column_s2_1212,Tansu Ciller 's `` True Path '' party submitted the memo after Korkmaz Yigit aired a tape containing incriminating evidence on his television stations .,Tansu Ciller's  True Path '' party submitted the memo after Korkmaz Yigit showed a tape containing evidence on his TV stations.,MT,RTE3_test.column_s2_477,Elizabeth the Second 's father was George VI .,Elizabeth the Second's father was George VI.,QA
RTE2_test.column_s2_329,The Valdez Principles are principles for environmentally sound business practices .,The Valdez Principles are principles for ethical business practices.,QA,RTE2_test.column_s2_79,Prime Minister Paavo Lipponen said the government was investigating whether the attack may have been linked to terrorism .,Premier Paavo Lipponen said the government is investigating whether the attack might have been linked to terrorism.,SUM,RTE3_test.column_s2_607,Single-run production cuts time costs .,Single-run production reduces time-wasting.,SUM,RTE2_test.column_s2_83,State and federal agencies took part in a chemical attack .,The State and Federal Authorities took part in a chemical attack.,IE
RTE2_test.column_s2_726,Aland Islands belong to Finland .,Finland belongs to the Aland Islands.,QA,RTE2_test.column_s2_669,Depletion of the rainforest affected the world 's weather .,Depletion of rainforest has affected the world's weather.,IR,RTE1_test.column_s2_1896,Latvia is defeated by Turkey .,Lettland is defeated by Turkey.,IE,RTE3_test.column_s2_794,There is no trade gap between China and US .,There is no trade gap between China and the USA.,SUM
RTE3_test.column_s2_206,Drugs in Holland are easily bought .,Drugs in Holland can be easily bought.,IR,RTE1_test.column_s2_1363,Egyptian driver Mohammed al-Gharabawi was freed after the Saudi firm he worked for met kidnappers ' demands by promising to stop doing work in Iraq .,Egyptian driver Mohammed al-Gharabawi was freed after Saudi firm he worked for met kidnappers'demands by promising to stop working in Iraq.,CD,RTE3_test.column_s2_49,The Brigham Young University Jerusalem Center for Near-Eastern Studies is located in Jerusalem .,The Jerusalem Center for Near Eastern Studies at Brigham Young University of Jerusalem is located in Jerusalem.,IE,RTE1_test.column_s2_1647,IRA killed Johnston .,Johnston was killed by the IRA.,IE
