sen1_origin_id,sentence1,sen1_paraphrase0,sen1_paraphrase1,sen1_task,sen2_origin_id,sentence2,sen2_paraphrase0,sen2_paraphrase1,sen2_task
RTE1_test.column_s1_1607,A marine who was kidnapped while patrolling a dangerous Baghdad quarter by himself has turned up safe and well in the Lebanon .,A marine who was kidnapped while patrolling a dangerous area of Baghdad has turned up safe and well in Lebanon.,A marine who was kidnapped while he was patrolling a dangerous Baghdad quarter has turned up safely in Lebanon.,IE,RTE1_test.column_s1_283,"The Lillehammer Olympic Games organizing committee said 65 countries have entered , matching the number of nations at the 1992 Winter Games in Albertville , France .","The Lillehammer Olympic Games organizers said 65 countries have entered, matched the number of nations in the 1992 Winter Games in Albertville, France.","The organizers of the Lillehammer Olympic Games said that 65 countries have been entered, at the Olympics in Albertville, France in 1992, to match the number of countries.",IR
RTE1_test.column_s1_2049,Five other soldiers have been ordered to face courts-martial .,Five other soldiers have been ordered to face courts martial.,Five other soldiers have been ordered to face martial courts.,PP,RTE1_test.column_s1_1866,"The death toll is worst in India , however , with 686 fatalities so far .","But death toll in India is worst, with 686 deaths so far.",But death toll in India is the worst with 686 deaths to date.,CD
RTE1_test.column_s1_1827,Four French detainees who were held more than two years by U.S. authorities at Guantanamo Bay returned home Tuesday .,"Four French detainees, who were held by the United States authorities at Guantanamo Bay for more than two years, returned Tuesday.","Four French detainees were released Tuesday from Guantanamo Bay, held by U.S. authorities for more than two years.",RC,RTE1_test.column_s1_1332,They explained that President Arafat affirmed his determination to reach a comprehensive agreement and that Clinton promised him to make additional efforts in order to overcome the obstacles that hinder such an agreement .,They explained that President Arafat has declared his determination to reach a comprehensive agreement and that Clinton has promised to make additional efforts to overcome the obstacles that inhibit such an agreement.,They explained that President Arafat declared his determination to reach a comprehensive agreement and that Clinton promised to make additional efforts to overcome obstacles that inhibit such an agreement.,MT
RTE3_test.column_s1_143,Police also released another photograph of a suspect who tried to detonate a bomb on a train near the Shepherd 's Bush subway station .,Police also released another photograph of a suspect who tried to explode a bomb near Shepherd's Bush subway station in a train.,Police also released another photo of a suspect who attempted to detonate a bomb on a train near Shepherd's Bush subway station.,IE,RTE3_test.column_s1_142,Police also released another photograph of a suspect who tried to detonate a bomb on a train near the Shepherd 's Bush subway station .,The police have also released another photo of a suspect who tried to detonate a bomb near Shepherd's Bush subway station.,Police also released another photograph of a suspect trying to detonate a bomb on a train near Shepherd's Bush subway station.,IE
RTE2_test.column_s1_100,"Government subsidies for energy and raw materials held prices at artificially low levels , doing away with incentives to conserve natural resources .","Government subsidies for energy and raw materials, held prices artificially low, removing incentives to conserve natural resources.","Government subsidies for energy and raw materials held prices artificially low, scrapping incentives to conserve natural resources.",IR,RTE2_test.column_s1_734,"In spite of that , the government 's `` economic development first '' priority did not initially recognize the need for preventive measures to halt pollution , which might have slowed economic growth .","In spite of this, the government's  economic development first '' priority did not initially recognize the need for preventive measures to stop pollution, which could have slowed economic growth.","In spite of this, the government's  first priority of economic development '' did not initially recognize the need for preventive measures to stop pollution, which could have slowed economic growth.",IR
RTE1_test.column_s1_1871,"The third African Union summit opened in the Ethiopia 's capital of Addis Ababa on Tuesday , June 29 .","On Wednesday, June 29, the third African Union summit began in the capital of Addis Ababa, Ethiopia.",The third African Union summit started on Tuesday 29 June in Ethiopia's capital Addis Ababa.,IE,RTE3_test.column_s1_690,"The ALR was founded by a consortium of leading auction houses ( Sotheby 's , Christie 's , Phillips ) .","The ALR was founded by a consortium of leading auction houses ( Sotheby's, Christie's, Phillips ).","The ALR was established by a consortium of the leading auction houses ( Christie's, Sotheby's, Phillips ).",SUM
RTE1_test.column_s1_936,Britney Spears is getting hitched for the second time this year - this time to a professional dancer father whose girlfriend of three years is pregnant .,"Britney Spears is slated for the second time this year, this time with a professional dancer father whose girlfriend is pregnant three years later.",Britney Spears is getting married for the second time this year - this time to a professional dancer father whose three-year girlfriend is pregnant.,IR,RTE2_test.column_s1_103,Everest summiter David Hiddleston has passed away in an avalanche of Mt . Tasman .,Everest - Everest - summiter David Hiddleston died in an avalanche on Mt Tasman.,Everest summiter David Hiddleston died in an avalanche on Mount Tasman.,IR
RTE1_test.column_s1_1349,"Seven Egyptian human rights organizations issued a plea today , Monday , to Egyptian President Hosni Mubarak to hold accountable those responsible for the acts of torture that targeted residents of a village in Egypt 's countryside while investigating two capital murders last August .",Seven Egyptian human rights organizations made a plea today to Egypt's president Hosni Mubarak to hold those responsible for the tortured residents of a village in the countryside of Egypt while investigating two capital murders in August last year.,"Seven Egyptian human rights organizations today issued a plea to Egyptian President Hosni Mubarak for the crimes of torture, targeting residents of a village in the countryside of Egypt, while investigating two capital murders in august.",MT,RTE1_test.column_s1_2016,Google files for its long awaited IPO .,Google files for its long anticipated IPO.,Google files for its long-awaited IPO.,IR
RTE2_test.column_s1_633,"Many Filipinos continue to primarily speak their indigenous language , rather than Filipino .",Many Filipinos primarily speak their indigenous language instead of Filipino.,"Many Filipinos continue to speak their indigenous language instead of Filipino, primarily.",QA,RTE2_test.column_s1_361,Lt. Jim Bowell of the Butler Township Fire Department said the 4 : 45 a.m. accident set fire to about 100 yards of woods .,Let Jim Bowell of the Butler Township Fire Department said the 4: 45 a.m. accident blazed about 100 yards of forest.,"The 4 : 45 accident started fire on about 100 yards of woods, according to Lt. Jim Bowell of the Butler Township Fire Department.",IE
RTE2_test.column_s1_657,A huge car bomb killed Lebanon 's former prime minister al-Hariri and at least 12 other people Monday in Beirut 's most devastating attack since the 1975-90 civil war .,A huge car bomb killed Lebanon's former prime minister al-Hariri and at least 12 others in Beirut's most devastating attack since the civil war in 1975-1990.,"Monday, a massive car bombing killed Lebanon's former prime minister al-Hariri and at least 12 others in Beirut's most devastating attack since the civil war 1975-90.",SUM,RTE1_test.column_s1_1073,"A crowd of Catholic hardliners attacked the officers after yesterday 's parades by the Orange Order , the major Protestant brotherhood .","A crowd of Catholic hardliners attacked the officers after yesterday's parades of the Orange Order, the largest Protestant brotherhood.","A crowd of Catholic hardliners attacked the officers after yesterday's parades by the Orange Order, the largest Protestant brotherhood.",RC
