sen1_origin_id,sentence1,sen1_paraphrase0,sen1_paraphrase1,sen1_paraphrase2,sen1_task,sen2_origin_id,sentence2,sen2_paraphrase0,sen2_task
RTE2_test.column_s2_416,Tooth implants have advantages .,Implants to teeth have advantages.,Implants of teeth have advantages.,Implanted teeth have advantages.,IR,RTE2_test.column_s1_666,"Here 's why I say Microsoft holds no monopoly : monopolies imply exclusivity . More than 80 percent of the world 's computers run Microsoft operating systems , mostly Windows 3.x and DOS . But these two operating systems are uniquely interchangeable with competitive offerings .","Here's why I say Microsoft does not have a monopoly : monopolies imply exclusivity : more than 80 percent of the world's computers use Microsoft operating systems, mostly Windows 3.x and DOS, but these two operating systems are uniquely interchangeable with competitive offerings.",IR
RTE3_test.column_s2_378,Black plague swept Europe .,"Across Europe, the black plague swept Europe.",The Black Stagnation of Europe swept Europe.,Black plague sweeps through Europe.,IR,RTE1_test.column_s1_246,"Every year 40,000 babies are born with disorders related to prenatal drinking .","40,000 babies are born each year with a disorder of prenatal drinking.",RC
RTE1_test.column_s2_1611,"Dole 's wife , Elizabeth was born in Salisbury , N.C .","Dole's wife, Elizabeth, was born in Salisbury, N.C.","Elizabeth Dole's wife, Elizabeth, was born in Salisbury, N.C.","Elizabeth Dole's wife Elizabeth was born in Salisbury, N.C.",IE,RTE1_test.column_s1_932,Oil prices drop to two-month low,Oil prices drop to two-month lows in oil.,IR
RTE1_test.column_s2_2062,Microsoft 's corporate headquarters are located in Georgia .,Microsoft's corporate headquarters are in Georgia.,Microsoft's corporate headquarters are located in Georgia.,Microsoft's corporate headquarters in Georgia are located in Georgia.,IE,RTE2_test.column_s1_649,The Japanese Emperor Akihito and Empress Michiko who are in the Czech Republic on a four day state visit on Monday met with the Czech President and First Lady .,"The Japanese Emperor Akihito and Empress Michiko, who are on Monday for a four-day state visit to the Czech Republic, met the Czech President and First Lady.",QA
RTE1_test.column_s2_35,Saudi Arabia is the world 's biggest oil exporter .,Saudi Arabia is the world's biggest oil exporter.,Saudi Arabia is the largest oil exporter in the world.,Saudi Arabia is the world's largest oil exporter.,PP,RTE3_test.column_s1_185,"Mumbai Police have established a 90-man team tasked with nabbing the serial killer , who a senior police official compared to Raman Raghav , who bludgeoned 9 pavement dwellers in their sleep in the 60 s .",Mumbai Police have a 90-man team for nabbing the serial killer. A senior police official compares him to Raman Raghav who in the 60s bludgeoned 9 pavement dwellers in their sleep.,IE
RTE3_test.column_s2_115,Belknap received money in return for post tradership appointments .,Belknap received money in exchange for posttrader appointments.,Belknap received money in exchange for posts on trading.,Belknap received money for posts and appointments in exchange for post trading.,IE,RTE3_test.column_s1_432,Cypriot cargo ship `` Server '' went down in Norwegian territory of the North Sea near the Norwegian city Bergen around 6 pm local time on January 12 .,"On December 12, it went down on Norwegian territory in the Norwegian North Sea near the Norwegian city of Bergen around 6 pm local time.",QA
RTE1_test.column_s2_1840,China 's first female astronaut will take off next year .,The first female astronaut of China will take off next year.,China's first female astronaut will fly next year.,China's first female astronaut will take off next year.,RC,RTE1_test.column_s1_1033,"Friday 's court ruling in The Hague , rejected by Israel , carries no real significance , other than a symbolic victory for the Palestinians .","The Friday's ruling in The Hague, not accepted by Israel, carried no real significance other than a symbolic victory for Palestinians.",RC
RTE2_test.column_s2_169,Eurostat provides the EU wth statistics .,Eurostat gives the EU statistics with EU Stats.,Eurostat provides the EU with the statistics.,Eurostat provides EU Statistics.,QA,RTE3_test.column_s1_186,"Mumbai Police have established a 90-man team tasked with nabbing the serial killer , who a senior police official compared to Raman Raghav , who bludgeoned 9 pavement dwellers in their sleep in the 60 s .","Mumbai Police have formed a 90-man team tasked with nabbing the serial killer, whom a senior police official compared with Raman Raghav, who in the 60s hit 9 pavement dwellers in their sleep.",IE
RTE2_test.column_s2_702,Indians in Chiapas uprise .,Indians in Chiapas uplift.,Indians'uprising in Chiapas.,In upsurge of Chiapas Indians.,IR,RTE3_test.column_s1_433,"2 channel , the largest Internet forum in the world and an ISP in Japan , has been shuttered by a Japanese court ruling in a civil slander case .",The largest internet forum in the world and a ISP in Japan was shuttered by a Japanese court ruling in a civil slander case.,QA
RTE3_test.column_s2_383,Poetry and politics affect one the other .,Poetry and politics affect one another.,Poetry and politics both affect each other.,Poetry and politics impact each other.,IR,RTE1_test.column_s1_1568,"After an unparalleled succession of tragic operas , Verdi rounded off his operatic career with a comedy .","After an unprecedented succession of tragic operas, Verdi ended his operatic career with a comedy.",QA
RTE3_test.column_s2_539,Satyarthi is chairman of South Asia Coalition on Child Servitude .,Satyarthi is Chairman of the South Asia Coalition for Child Servitude.,Satyarthi is the chair of the South Asia Coalition for Child Servitude.,Satyarthi is the chair of South Asia Coalition on Child Servitude.,QA,RTE3_test.column_s1_584,"The Yamaguchi-gumi claims a membership of 23,000 gangsters , or `` yakuza '' as they are called , who engage in businesses , both legal and illegal , including drug-trafficking , gun-smuggling , prostitution , extortion and real-estate swindles .","Yamaguchi-gumi claims 23,000 gangsters, or  Yakuza '' as they are called, who engage in business, both legal and illegal, including drug trafficking, gun sales, prostitution, extortion and real estate swindles.",QA
RTE3_test.column_s2_656,US tobacco income has risen .,US tobacco revenues have increased.,The tobacco income in the US has increased.,US tobacco income has increased.,SUM,RTE2_test.column_s1_446,"One of the most important archeological finds of all time , King Tutankhamun 's tomb was discovered in 1923 by Howard Carter , a British Egyptologist , who was financed in his expedition by Lord Carnarvon himself , an ailing gentleman keen on Egyptology .","King Tutankhamun's tomb was discovered in 1923 by Howard Carter, a British Egyptologist, who was financed by Lord Carnarvon himself, an old man keen on Egyptology, during his expedition.",QA
RTE1_test.column_s2_837,The Clark County medical examiner 's office put the dead man 's age at 33 .,The Clark County medical examiner placed the age of the deceased man at 33.,The Clark County Medical examiner's office put the age of the deceased man at 33.,The Clark County medical examiner's office put the age of the dead man at 33.,CD,RTE1_test.column_s1_1027,Sources at the foreign affairs department in Manila said on Monday that the militants had rejected suggestions of a ransom in exchange for de la Cruz 's release .,Sources from the Foreign Affairs Department in Manila alleged on Monday that the militants rejected suggestions of a ransom in exchange for de la Cruz's release.,RC
RTE1_test.column_s2_1301,"Winny Mandela , the President 's ex-wife , is requesting amnesty .","Winny Mandela, former wife of the President, is requesting amnesty.","Winny Mandela, ex-wife of the president, '' asked for Amnesty.","Winny Mandela, President's ex wife, is seeking amnesty.",MT,RTE1_test.column_s1_996,"Mr. Conway , Iamgold 's chief executive officer , said the vote would be close .","Mr. Conway, Iamgold's chief executive officer, said the vote would close.",RC
RTE2_test.column_s2_45,Giulio Andreotti is Italy 's foremost elder statesman .,Giulio Andreotti is Italy's foremost elder statesman.,Giulio Andreotti is the foremost Italy's oldest statesman.,Giulio Andreotti is the best-known Italian elder statesman.,QA,RTE3_test.column_s1_666,Boys and girls will be segregated during sex education in junior high school .,"In junior high schools, boys and girls will be separated during the sex education.",SUM
RTE3_test.column_s2_541,Aldrich Hazen Ames 's wife was called Maria .,Ames'wife was called Maria by Aldrich Hazen Ames.,Ames'wife Maria was called Aldrich Hazen Ames.,Maria was named Maria by Aldrich Hazen Ames.,QA,RTE2_test.column_s1_506,Kerry said Bush lied to Nevadans about his Republican administration 's determination to build a nuclear waste dump at Yucca Mountain .,Kerry said that Bush Nevadans lied about his Republican Administration's determination to build a nuclear waste dump on Yucca Mountain.,SUM
